0,64,8.492342
1,64,8.041539
2,64,7.927551
3,64,7.588067
4,64,7.511145
5,64,7.602797
6,64,7.446433
7,64,7.521636
8,64,7.161725
9,64,7.336300
10,64,7.028647
11,64,7.179564
12,64,6.975217
13,64,7.076356
14,64,6.825597
15,64,6.856944
16,64,6.872308
17,64,6.525117
18,64,6.681745
19,64,6.660439
20,64,6.478841
21,64,6.398612
22,64,6.620947
23,64,6.593297
24,64,6.055626
25,64,6.306100
26,64,6.289266
27,64,6.286054
28,64,6.252150
29,64,5.920290
30,64,6.104239
31,64,5.810574
32,64,5.852982
33,64,5.796218
34,64,5.636806
35,64,6.036599
36,64,5.562566
37,64,5.474991
38,64,5.565173
39,64,5.364259
40,64,5.366242
41,64,5.683416
42,64,5.464442
43,64,5.374797
44,64,5.392065
45,64,4.971629
46,64,5.123895
47,64,5.211130
48,64,5.109889
49,64,5.076141
